epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,293.313,0.98015,3.18344,1.28653,0.53595,0.16629,0.32246,0.23635,0.88427,2.9654,1.20211,0.000252961,0.000252961,0.000252961
2,582.768,1.02915,2.17406,1.29423,0.38971,0.68905,0.48798,0.35674,0.89941,2.11121,1.22134,0.00049921,0.00049921,0.00049921
